Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Adnp_IP04 Spectral Count	Adnp_IP05 Spectral Count	Adnp_IP06 Spectral Count	Chd4BF_IP07 Spectral Count	Chd4BF_IP08 Spectral Count	Chd4BF_IP09 Spectral Count	RBC_ctrl_IP01 Spectral Count	RBC_ctrl_IP02 Spectral Count	RBC_ctrl_IP03 Spectral Count	Adnp_IP04 Unique Spectral Count	Adnp_IP05 Unique Spectral Count	Adnp_IP06 Unique Spectral Count	Chd4BF_IP07 Unique Spectral Count	Chd4BF_IP08 Unique Spectral Count	Chd4BF_IP09 Unique Spectral Count	RBC_ctrl_IP01 Unique Spectral Count	RBC_ctrl_IP02 Unique Spectral Count	RBC_ctrl_IP03 Unique Spectral Count	Adnp_IP04 Total Spectral Count	Adnp_IP05 Total Spectral Count	Adnp_IP06 Total Spectral Count	Chd4BF_IP07 Total Spectral Count	Chd4BF_IP08 Total Spectral Count	Chd4BF_IP09 Total Spectral Count	RBC_ctrl_IP01 Total Spectral Count	RBC_ctrl_IP02 Total Spectral Count	RBC_ctrl_IP03 Total Spectral Count	Adnp_IP04 Intensity	Adnp_IP05 Intensity	Adnp_IP06 Intensity	Chd4BF_IP07 Intensity	Chd4BF_IP08 Intensity	Chd4BF_IP09 Intensity	RBC_ctrl_IP01 Intensity	RBC_ctrl_IP02 Intensity	RBC_ctrl_IP03 Intensity	Adnp_IP04 MaxLFQ Intensity	Adnp_IP05 MaxLFQ Intensity	Adnp_IP06 MaxLFQ Intensity	Chd4BF_IP07 MaxLFQ Intensity	Chd4BF_IP08 MaxLFQ Intensity	Chd4BF_IP09 MaxLFQ Intensity	RBC_ctrl_IP01 MaxLFQ Intensity	RBC_ctrl_IP02 MaxLFQ Intensity	RBC_ctrl_IP03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8K4L4|POF1B_MOUSE	Q8K4L4	POF1B_MOUSE	Pof1b	587	Mus musculus OX=10090	2:Experimental evidence at transcript level	Protein POF1B	1.0	0.999	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.136777E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8R081|HNRPL_MOUSE	Q8R081	HNRPL_MOUSE	Hnrnpl	586	Mus musculus OX=10090	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L	0.7034	0.9979	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	1783172.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|G3UY38|G3UY38_MOUSE, tr|G5E924|G5E924_MOUSE
sp|Q8R2M2|TDIF2_MOUSE	Q8R2M2	TDIF2_MOUSE	Dnttip2	758	Mus musculus OX=10090	1:Experimental evidence at protein level	Deoxynucleotidyltransferase terminal-interacting protein 2	1.0	0.999	7	9	9	9	0	1	0	0	8	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0	8	0	0	0	0	0.0	1.6579121E7	0.0	0.0	3.477038E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8R2N2|UTP4_MOUSE	Q8R2N2	UTP4_MOUSE	Utp4	686	Mus musculus OX=10090	2:Experimental evidence at transcript level	U3 small nucleolar RNA-associated protein 4 homolog	1.0	0.9989	3	4	4	4	0	2	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0.0	9860230.0	0.0	0.0	7989083.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8R2T8-2|TF3C5_MOUSE	Q8R2T8-2	TF3C5_MOUSE	Gtf3c5	514	Mus musculus OX=10090		Isoform 2 of General transcription factor 3C polypeptide 5	1.0	0.9986	3	3	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1970283.4	0.0	1.6539399E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8R2T8|TF3C5_MOUSE
sp|Q8R323|RFC3_MOUSE	Q8R323	RFC3_MOUSE	Rfc3	356	Mus musculus OX=10090	1:Experimental evidence at protein level	Replication factor C subunit 3	0.8305	0.999	1	3	3	3	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0.0	0.0	821833.06	0.0	1783316.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8VC52|RBPS2_MOUSE	Q8VC52	RBPS2_MOUSE	Rbpms2	206	Mus musculus OX=10090	1:Experimental evidence at protein level	RNA-binding protein with multiple splicing 2	1.0	0.9989	2	15	0	15	1	3	2	2	2	1	1	2	1	0	0	0	0	0	0	0	0	0	1	3	2	2	2	1	1	2	1	2.635646E7	2.3183718E7	1.592935E7	2.4218488E7	3.0901896E7	2.9907046E7	8093677.0	9866124.0	1.3850962E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A1L1SVH5|A0A1L1SVH5_MOUSE, tr|Q9CWY6|Q9CWY6_MOUSE
sp|Q8VCY6|UTP6_MOUSE	Q8VCY6	UTP6_MOUSE	Utp6	597	Mus musculus OX=10090	2:Experimental evidence at transcript level	U3 small nucleolar RNA-associated protein 6 homolog	0.9987	0.9989	1	7	7	7	3	2	1	0	1	0	0	0	0	3	2	1	0	1	0	0	0	0	3	2	1	0	1	0	0	0	0	7308315.5	6327168.5	2433960.8	0.0	2990660.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8VDD5|MYH9_MOUSE	Q8VDD5	MYH9_MOUSE	Myh9	1960	Mus musculus OX=10090	1:Experimental evidence at protein level	Myosin-9	1.0	0.999	38	122	85	122	25	49	2	5	7	22	2	7	3	19	35	1	2	5	14	2	4	3	25	49	2	5	7	22	2	7	3	3.0746552E7	2.8434594E7	2125098.0	1.4086436E7	1.9802534E7	3.224198E7	0.0	1.5650633E7	7194763.0	2.8411232E7	4.354312E7	0.0	1.0430625E7	1.4922341E7	2.4318092E7	0.0	1.1081453E7	0.0	
sp|Q8VEK3|HNRPU_MOUSE	Q8VEK3	HNRPU_MOUSE	Hnrnpu	800	Mus musculus OX=10090	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.999	9	37	1	37	0	6	9	7	2	12	0	0	1	0	0	1	0	0	0	0	0	0	0	6	9	7	2	12	0	0	1	0.0	4.2534648E7	3.0636228E7	3.6068588E7	1.3535482E7	8.9117712E7	0.0	0.0	0.0	0.0	2.0417206E7	1.6491328E7	1.98144E7	0.0	4.3762004E7	0.0	0.0	0.0	
sp|Q8VEM8|MPCP_MOUSE	Q8VEM8	MPCP_MOUSE	Slc25a3	357	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphate carrier protein, mitochondrial	1.0	0.999	3	8	0	8	0	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0.0	0.0	8150531.0	1.7770592E7	1.9143148E7	1.059432E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|G5E902|G5E902_MOUSE
sp|Q8VH51-2|RBM39_MOUSE	Q8VH51-2	RBM39_MOUSE	Rbm39	524	Mus musculus OX=10090		Isoform 2 of RNA-binding protein 39	1.0	0.999	4	30	0	30	4	3	2	3	2	4	6	3	3	0	0	0	0	0	0	0	0	0	4	3	2	3	2	4	6	3	3	3.8654296E7	2.4581732E7	2.1565038E7	4.8034456E7	4.0382952E7	2.0097728E7	4.243902E7	4.4264104E7	3.5388904E7	1.3749953E7	1.4443336E7	1.249086E7	1.9368276E7	2.3279244E7	1.5064216E7	1.5463506E7	1.7528134E7	2.219799E7	sp|Q8VH51-3|RBM39_MOUSE, sp|Q8VH51|RBM39_MOUSE, tr|E9Q8F0|E9Q8F0_MOUSE, tr|F7AA45|F7AA45_MOUSE
sp|Q8VHR5|P66B_MOUSE	Q8VHR5	P66B_MOUSE	Gatad2b	594	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcriptional repressor p66-beta	1.0	0.999	45	528	0	528	0	0	0	257	30	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	30	241	0	0	0	0.0	0.0	0.0	3.23169562E9	1.77018544E8	3.37039693E9	0.0	0.0	0.0	0.0	0.0	0.0	1.66318758E9	9.1880104E7	1.6398057E9	0.0	0.0	0.0	
sp|Q91VC3|IF4A3_MOUSE	Q91VC3	IF4A3_MOUSE	Eif4a3	411	Mus musculus OX=10090	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-III	1.0	0.9988	5	9	0	19	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	1	2	2	0	0	1	1.370741E7	1.449841E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2635306E7	4786448.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q91VE6-2|MK67I_MOUSE	Q91VE6-2	MK67I_MOUSE	Nifk	269	Mus musculus OX=10090		Isoform 2 of MKI67 FHA domain-interacting nucleolar phosphoprotein	1.0	0.999	3	4	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0.0	4.3125148E7	0.0	0.0	6296347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q91VE6|MK67I_MOUSE
sp|Q91VM5|RMXL1_MOUSE	Q91VM5	RMXL1_MOUSE	Rbmxl1	388	Mus musculus OX=10090	2:Experimental evidence at transcript level	RNA binding motif protein, X-linked-like-1	1.0	0.9982	7	14	0	14	2	2	1	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	7	0	0	0	7579856.5	6175657.5	4796472.5	1.1860149E7	0.0	3.8974008E7	0.0	0.0	0.0	3939776.2	6328422.0	0.0	6313863.5	0.0	2.0986602E7	0.0	0.0	0.0	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE
sp|Q91VR2|ATPG_MOUSE	Q91VR2	ATPG_MOUSE	Atp5f1c	298	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP synthase subunit gamma, mitochondrial	1.0	0.999	5	7	0	7	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0.0	0.0	0.0	1.0874628E7	2.2396226E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0874628E7	2.2396226E7	0.0	0.0	0.0	0.0	tr|A2AKU9|A2AKU9_MOUSE, tr|Q8C2Q8|Q8C2Q8_MOUSE
sp|Q91YE5-2|BAZ2A_MOUSE	Q91YE5-2	BAZ2A_MOUSE	Baz2a	1888	Mus musculus OX=10090		Isoform 2 of Bromodomain adjacent to zinc finger domain protein 2A	1.0	0.9988	5	7	0	7	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0.0	1.0281404E7	1.0917385E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q91YE5-3|BAZ2A_MOUSE, sp|Q91YE5|BAZ2A_MOUSE, tr|A0A1W2P6X9|A0A1W2P6X9_MOUSE, tr|E9Q374|E9Q374_MOUSE, tr|F8VPM0|F8VPM0_MOUSE
sp|Q91Z49-2|UIF_MOUSE	Q91Z49-2	UIF_MOUSE	Fyttd1	283	Mus musculus OX=10090		Isoform 2 of UAP56-interacting factor	1.0	0.999	3	6	0	6	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0.0	6860032.0	0.0	2706286.0	1.0910726E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2729356.2	1.1003728E7	0.0	0.0	0.0	0.0	sp|Q91Z49|UIF_MOUSE
sp|Q91ZA3|PCCA_MOUSE	Q91ZA3	PCCA_MOUSE	Pcca	724	Mus musculus OX=10090	1:Experimental evidence at protein level	Propionyl-CoA carboxylase alpha chain, mitochondrial	1.0	0.999	42	318	146	318	46	20	33	46	20	27	60	34	32	24	9	15	19	7	14	27	13	18	46	20	33	46	20	27	60	34	32	1.54192272E8	8.2865816E7	1.04181456E8	1.60106352E8	1.18343376E8	1.04424768E8	1.41107008E8	1.12191296E8	1.34311072E8	8.8628272E7	5.2274204E7	6.6059348E7	1.01147832E8	6.2429072E7	6.9669664E7	7.5381968E7	6.9908888E7	8.1711768E7	
sp|Q91ZW3|SMCA5_MOUSE	Q91ZW3	SMCA5_MOUSE	Smarca5	1051	Mus musculus OX=10090	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.0	0.999	28	97	74	97	14	33	22	6	20	2	0	0	0	9	26	16	6	15	2	0	0	0	14	33	22	6	20	2	0	0	0	3.5004136E7	8.2116824E7	6.7632936E7	3.2263286E7	4.7728832E7	8777104.0	0.0	0.0	0.0	2.1076676E7	4.32337E7	3.5469108E7	1.8660872E7	2.9481484E7	1.1027881E7	0.0	0.0	0.0	
sp|Q922F4|TBB6_MOUSE	Q922F4	TBB6_MOUSE	Tubb6	447	Mus musculus OX=10090	1:Experimental evidence at protein level	Tubulin beta-6 chain	0.9964	0.9985	4	4	4	50	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	5	10	1	7	10	10	3	1	3	0.0	7.3239264E7	0.0	3.9554148E7	5.119784E7	5.6213296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99KP6|PRP19_MOUSE	Q99KP6	PRP19_MOUSE	Prpf19	504	Mus musculus OX=10090	1:Experimental evidence at protein level	Pre-mRNA-processing factor 19	0.9992	0.999	2	2	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	4817482.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99LI5|ZN281_MOUSE	Q99LI5	ZN281_MOUSE	Znf281	893	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger protein 281	1.0	0.999	4	15	15	15	0	1	2	3	6	3	0	0	0	0	1	2	3	6	3	0	0	0	0	1	2	3	6	3	0	0	0	0.0	4084030.8	6986481.0	2.2122106E7	4.5822452E7	2.5369332E7	0.0	0.0	0.0	0.0	0.0	0.0	1.425207E7	2.9450112E7	1.3229173E7	0.0	0.0	0.0	
sp|Q99M28-2|RNPS1_MOUSE	Q99M28-2	RNPS1_MOUSE	Rnps1	282	Mus musculus OX=10090		Isoform 2 of RNA-binding protein with serine-rich domain 1	1.0	0.9985	3	6	0	6	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0.0	8257922.5	0.0	1.0526667E7	8107784.0	6620156.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q99M28|RNPS1_MOUSE
sp|Q99MN9|PCCB_MOUSE	Q99MN9	PCCB_MOUSE	Pccb	541	Mus musculus OX=10090	1:Experimental evidence at protein level	Propionyl-CoA carboxylase beta chain, mitochondrial	1.0	0.999	18	122	0	122	17	8	10	19	8	9	23	17	11	0	0	0	0	0	0	0	0	0	17	8	10	19	8	9	23	17	11	7.463848E7	3.4192228E7	5.8613052E7	1.19049536E8	5.8448056E7	5.947778E7	7.7034736E7	5.1048888E7	5.6074144E7	5.4147864E7	3.8572668E7	4.358966E7	8.775724E7	5.7529008E7	6.0690128E7	5.4559308E7	4.6378412E7	7.427308E7	
sp|Q99MR8|MCCA_MOUSE	Q99MR8	MCCA_MOUSE	Mccc1	717	Mus musculus OX=10090	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	1.0	0.999	40	825	421	825	101	71	93	98	79	62	121	115	85	48	34	49	53	42	37	57	61	40	101	71	93	98	79	62	121	115	85	5.32564352E8	4.24194304E8	5.15060416E8	8.2963181E8	6.2898445E8	4.46551392E8	5.06348992E8	7.249056E8	4.85504736E8	3.29099328E8	2.38644432E8	2.77647328E8	3.5457744E8	2.7649808E8	2.45277872E8	2.91348288E8	3.25453696E8	3.12369312E8	
sp|Q99NA9|PCGF6_MOUSE	Q99NA9	PCGF6_MOUSE	Pcgf6	353	Mus musculus OX=10090	1:Experimental evidence at protein level	Polycomb group RING finger protein 6	1.0	0.999	20	122	122	122	0	0	0	18	102	2	0	0	0	0	0	0	18	102	2	0	0	0	0	0	0	18	102	2	0	0	0	0.0	0.0	0.0	1.11196896E8	3.19027251E9	1.4216641E7	0.0	0.0	0.0	0.0	0.0	0.0	4.68272E7	8.1215302E8	3.4409292E7	0.0	0.0	0.0	
sp|Q9CPR4|RL17_MOUSE	Q9CPR4	RL17_MOUSE	Rpl17	184	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L17	1.0	0.999	6	15	0	15	1	3	1	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	4	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.007198E7	3.2502286E7	0.0	0.0	0.0	tr|Q6ZWZ7|Q6ZWZ7_MOUSE
sp|Q9CQE0-2|RN138_MOUSE	Q9CQE0-2	RN138_MOUSE	Rnf138	209	Mus musculus OX=10090		Isoform 2 of E3 ubiquitin-protein ligase RNF138	1.0	0.999	2	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	2.1520564E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9CQE0|RN138_MOUSE
sp|Q9CQJ4|RING2_MOUSE	Q9CQJ4	RING2_MOUSE	Rnf2	336	Mus musculus OX=10090	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RING2	1.0	0.999	17	116	40	116	0	1	0	12	101	2	0	0	0	0	0	0	2	38	0	0	0	0	0	1	0	12	101	2	0	0	0	0.0	0.0	0.0	1.31316376E8	3.4696407E9	4.6279364E7	0.0	0.0	0.0	0.0	0.0	0.0	5.112896E7	1.30467098E9	0.0	0.0	0.0	0.0	
sp|Q9CR47|NSA2_MOUSE	Q9CR47	NSA2_MOUSE	Nsa2	260	Mus musculus OX=10090	2:Experimental evidence at transcript level	Ribosome biogenesis protein NSA2 homolog	1.0	0.999	3	17	6	17	2	2	1	2	4	2	1	2	1	1	1	0	1	1	1	0	1	0	2	2	1	2	4	2	1	2	1	2.5011108E7	2.9024432E7	8141089.0	3.2648594E7	7.7438664E7	2.6096116E7	8875213.0	2.2560606E7	1.436926E7	1.3328455E7	1.5593634E7	0.0	1.7404118E7	4.1273964E7	1.4013732E7	0.0	1.2122144E7	0.0	
sp|Q9CR57|RL14_MOUSE	Q9CR57	RL14_MOUSE	Rpl14	217	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L14	0.9997	0.999	2	7	6	7	2	2	3	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1.4430913E7	1.8106524E7	1.0350127E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CSN1|SNW1_MOUSE	Q9CSN1	SNW1_MOUSE	Snw1	536	Mus musculus OX=10090	1:Experimental evidence at protein level	SNW domain-containing protein 1	0.8306	0.999	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	6666446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0B4J1E2|A0A0B4J1E2_MOUSE
sp|Q9CU62|SMC1A_MOUSE	Q9CU62	SMC1A_MOUSE	Smc1a	1233	Mus musculus OX=10090	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 1A	1.0	0.9987	4	11	11	11	0	4	3	0	3	1	0	0	0	0	4	3	0	3	1	0	0	0	0	4	3	0	3	1	0	0	0	0.0	8296917.5	4358505.0	0.0	1.1156264E7	0.0	0.0	0.0	0.0	0.0	4940465.0	0.0	0.0	7011111.0	0.0	0.0	0.0	0.0	
sp|Q9CU65|ZMYM2_MOUSE	Q9CU65	ZMYM2_MOUSE	Zmym2	1376	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger MYM-type protein 2	1.0	0.999	43	225	177	226	29	27	125	0	43	1	0	0	0	21	21	103	0	32	0	0	0	0	29	27	126	0	43	1	0	0	0	1.20302872E8	1.02249152E8	4.79552576E8	0.0	1.69132112E8	1598465.9	0.0	0.0	0.0	7.2071584E7	4.7773928E7	2.31318928E8	0.0	7.0799416E7	0.0	0.0	0.0	0.0	
sp|Q9CW03|SMC3_MOUSE	Q9CW03	SMC3_MOUSE	Smc3	1217	Mus musculus OX=10090	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 3	1.0	0.999	5	8	8	8	0	3	2	1	2	0	0	0	0	0	3	2	1	2	0	0	0	0	0	3	2	1	2	0	0	0	0	0.0	0.0	0.0	3544529.5	3785817.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CWZ3-2|RBM8A_MOUSE	Q9CWZ3-2	RBM8A_MOUSE	Rbm8a	173	Mus musculus OX=10090		Isoform 2 of RNA-binding protein 8A	0.8306	0.999	1	7	0	7	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	0	0	0	0.0	1.742275E7	0.0	1.5499407E7	1.5499411E7	1.3502753E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9CWZ3|RBM8A_MOUSE, tr|A0A0G2JEA9|A0A0G2JEA9_MOUSE, tr|A0A0G2JFX7|A0A0G2JFX7_MOUSE
sp|Q9CXW4|RL11_MOUSE	Q9CXW4	RL11_MOUSE	Rpl11	178	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L11	1.0	0.999	2	7	0	7	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	1	0	0	0	0.0	0.0	1.1754626E7	8270441.0	2.649026E7	8708158.0	0.0	0.0	0.0	0.0	0.0	6644329.5	0.0	2.2541692E7	0.0	0.0	0.0	0.0	tr|E9PYL9|E9PYL9_MOUSE
sp|Q9CY27|TECR_MOUSE	Q9CY27	TECR_MOUSE	Tecr	308	Mus musculus OX=10090	1:Experimental evidence at protein level	Very-long-chain enoyl-CoA reductase	1.0	0.9979	3	8	0	8	0	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0.0	0.0	0.0	0.0	3.4177912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|G3UWE1|G3UWE1_MOUSE, tr|Q52L67|Q52L67_MOUSE
sp|Q9CY57-2|CHTOP_MOUSE	Q9CY57-2	CHTOP_MOUSE	Chtop	224	Mus musculus OX=10090		Isoform 2 of Chromatin target of PRMT1 protein	1.0	0.999	3	29	0	29	5	6	1	3	2	7	1	2	2	0	0	0	0	0	0	0	0	0	5	6	1	3	2	7	1	2	2	5705368.0	2.2445752E7	5374717.0	2.3220332E7	1.1499979E7	3.4741532E7	2220212.5	6915209.5	0.0	9710460.0	3.8086376E7	0.0	2.3261926E7	0.0	4.9403764E7	0.0	0.0	0.0	sp|Q9CY57-3|CHTOP_MOUSE, sp|Q9CY57-4|CHTOP_MOUSE, sp|Q9CY57-5|CHTOP_MOUSE, sp|Q9CY57|CHTOP_MOUSE, tr|E9PW20|E9PW20_MOUSE
sp|Q9CYH6|RRS1_MOUSE	Q9CYH6	RRS1_MOUSE	Rrs1	365	Mus musculus OX=10090	1:Experimental evidence at protein level	Ribosome biogenesis regulatory protein homolog	1.0	0.9988	2	2	2	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	1.0429656E7	3836793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYI4|LUC7L_MOUSE	Q9CYI4	LUC7L_MOUSE	Luc7l	371	Mus musculus OX=10090	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 1	1.0	0.999	5	43	0	43	3	4	3	7	6	4	5	7	4	0	0	0	0	0	0	0	0	0	3	4	3	7	6	4	5	7	4	6438916.0	1.6793096E7	8286219.0	3.2722956E7	2.9895144E7	1.7896904E7	2.1103328E7	2.41771E7	1.7692214E7	0.0	1.167477E7	1.1538605E7	2.0134578E7	1.7770624E7	9489998.0	1.1402414E7	1.4461594E7	2.366137E7	tr|A0A0R4J047|A0A0R4J047_MOUSE
sp|Q9CZM2|RL15_MOUSE	Q9CZM2	RL15_MOUSE	Rpl15	204	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L15	1.0	0.999	4	8	5	8	0	3	2	0	3	0	0	0	0	0	1	1	0	3	0	0	0	0	0	3	2	0	3	0	0	0	0	0.0	1.7440628E7	6134094.0	0.0	6545945.0	0.0	0.0	0.0	0.0	0.0	1.1195499E7	9382591.0	0.0	7240878.5	0.0	0.0	0.0	0.0	
sp|Q9D0E1-2|HNRPM_MOUSE	Q9D0E1-2	HNRPM_MOUSE	Hnrnpm	690	Mus musculus OX=10090		Isoform 2 of Heterogeneous nuclear ribonucleoprotein M	1.0	0.999	22	132	0	132	14	24	14	15	25	27	4	6	3	0	0	0	0	0	0	0	0	0	14	24	14	15	25	27	4	6	3	1.1561308E8	2.1161712E8	1.33003432E8	4.9648888E7	2.79621248E8	1.1992984E8	4.1234568E7	2.2420412E7	4.7882716E7	5.6992316E7	1.0236716E8	5.8775648E7	6.2474988E7	1.53147968E8	8.53976E7	2.2156868E7	2.7106542E7	3.5107752E7	sp|Q9D0E1|HNRPM_MOUSE
sp|Q9D0R4|DDX56_MOUSE	Q9D0R4	DDX56_MOUSE	Ddx56	546	Mus musculus OX=10090	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX56	0.9999	0.999	2	7	0	7	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	2405666.2	5707073.0	1228805.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q5SVX2|Q5SVX2_MOUSE
